list,selected,found,parsed,formulas_seen,formulas,oversize,timeouts,over_heap,errors,naming_divergences,skolem_divergences,divergent_problems,elapsed_s,stopped_early
casc-j13-fof.txt,400,400,399,6023817,93067,12,0,0,0,0,0,0,161,false
