dataset,problem,config,strategy,verdict,hypotheses,clausify_ms,search_ms,reconstruct_ms,check_ms,given,derived,peak_active,peak_passive,clauses,fresh_symbols,proof_steps,raw_size,shared_size,max_sequent,imports,uses_sorry,contaminated,detail
starexec,theBenchmark.p,e1b_balanced,balanced,REFUTED,4,217.305,664.772,50.236,255.285,969,7520,962,6386,12,2,219,40643,602,388,5,false,false,
