job,dataset,problem,config,strategy,verdict,hypotheses,clausify_ms,search_ms,reconstruct_ms,check_ms,given,derived,peak_active,peak_passive,clauses,fresh_symbols,proof_steps,raw_size,shared_size,max_sequent,imports,uses_sorry,contaminated,detail
7425,starexec,AGT007+2.p,e1a,age-fair,REFUTED,922,1072.496,8632.903,,,4657,234191,3265,219846,728,,,,,,,,false,
7425,starexec,AGT007+2.p,e1a,balanced,TIMEOUT,922,413.272,164690.529,,,37988,4357673,36990,4301538,,,,,,,,,false,
7425,starexec,AGT007+2.p,e1a,equational,SATURATED,922,701.059,881.111,,,656,1186,654,656,,,,,,,,,false,
7425,starexec,AGT007+2.p,e1a,first-negative,SATURATED,922,506.449,231.239,,,96,109,96,109,,,,,,,,,false,
7425,starexec,AGT007+2.p,e1a,occurrence,TIMEOUT,922,992.310,164426.824,,,44299,18291722,43953,18152207,,,,,,,,,false,
7425,starexec,AGT007+2.p,e1a,subsumption-light,SATURATED,922,663.738,873.114,,,564,1071,564,598,,,,,,,,,false,
7425,starexec,AGT007+2.p,e1a,unary-redundancy,SATURATED,922,867.849,807.025,,,566,1073,564,604,,,,,,,,,false,
7425,starexec,AGT007+2.p,e1a,weight-greedy,SATURATED,922,653.042,757.934,,,447,790,446,460,,,,,,,,,false,
7425,starexec,AGT022+1.p,e1a,equational,SATURATED,555,889.687,6017.121,,,916,39671,878,19927,,,,,,,,,false,
7425,starexec,AGT022+1.p,e1a,first-negative,SATURATED,555,888.010,465.311,,,1,1,1,1,,,,,,,,,false,
7425,starexec,AGT022+1.p,e1a,occurrence,SATURATED,555,1325.771,6261.049,,,1088,37336,1087,18614,,,,,,,,,false,
7425,starexec,AGT022+1.p,e1a,subsumption-light,SATURATED,555,927.132,5241.672,,,679,24032,645,7894,,,,,,,,,false,
7425,starexec,AGT022+1.p,e1a,unary-redundancy,SATURATED,555,1466.546,6788.587,,,1104,34703,1005,19285,,,,,,,,,false,
7425,starexec,AGT022+1.p,e1a,weight-greedy,SATURATED,555,770.726,450.950,,,1,1,1,1,,,,,,,,,false,
7425,starexec,ALG040+1.p,e1a,age-fair,REFUTED,4,358.918,4611.051,,,2987,16446,2941,13035,12,,,,,,,,false,
7425,starexec,ALG040+1.p,e1a,balanced,REFUTED,4,95.263,1093.221,,,928,7216,919,6132,12,,,,,,,,false,
7425,starexec,ALG040+1.p,e1a,equational,REFUTED,4,221.225,2007.294,,,928,7216,919,6132,12,,,,,,,,false,
7425,starexec,ALG040+1.p,e1a,first-negative,REFUTED,4,428.991,906.223,,,158,1593,128,1380,12,,,,,,,,false,
7425,starexec,ALG040+1.p,e1a,occurrence,REFUTED,4,328.836,2068.526,,,1042,8090,1026,6788,12,,,,,,,,false,
7425,starexec,ALG040+1.p,e1a,subsumption-light,REFUTED,4,301.959,4375.472,,,941,8383,930,7274,12,,,,,,,,false,
7425,starexec,ALG040+1.p,e1a,unary-redundancy,REFUTED,4,544.704,4333.054,,,980,8773,970,7615,12,,,,,,,,false,
7425,starexec,ALG040+1.p,e1a,weight-greedy,REFUTED,4,225.827,675.719,,,50,407,43,331,12,,,,,,,,false,
7425,starexec,ALG213+1.p,e1a,age-fair,TIMEOUT,4,366.682,164815.325,,,874,6441726,841,6438968,,,,,,,,,false,
7425,starexec,ALG213+1.p,e1a,balanced,TIMEOUT,4,138.864,165180.989,,,1178,10614500,1089,10607892,,,,,,,,,false,
7425,starexec,ALG213+1.p,e1a,equational,TIMEOUT,4,211.097,165188.012,,,906,6691450,851,6686724,,,,,,,,,false,
7425,starexec,ALG213+1.p,e1a,first-negative,TIMEOUT,4,302.475,164673.125,,,896,6507312,851,6502650,,,,,,,,,false,
7425,starexec,ALG213+1.p,e1a,occurrence,TIMEOUT,4,353.009,164398.454,,,939,6211110,875,6198468,,,,,,,,,false,
7425,starexec,ALG213+1.p,e1a,subsumption-light,TIMEOUT,4,232.565,164886.822,,,921,6536658,844,6531882,,,,,,,,,false,
7425,starexec,ALG213+1.p,e1a,unary-redundancy,TIMEOUT,4,377.764,164424.540,,,870,6250737,835,6246273,,,,,,,,,false,
7425,starexec,ALG213+1.p,e1a,weight-greedy,TIMEOUT,4,218.385,165045.103,,,1022,6634583,945,6592455,,,,,,,,,false,
7425,starexec,BIO006+1.p,e1a,age-fair,PARSE_ERR,,0.000,,,,,,,,,,,,,,,,false,StackOverflowError
7425,starexec,BIO006+1.p,e1a,balanced,PARSE_ERR,,0.000,,,,,,,,,,,,,,,,false,StackOverflowError
7425,starexec,BIO006+1.p,e1a,equational,PARSE_ERR,,0.000,,,,,,,,,,,,,,,,false,StackOverflowError
7425,starexec,BIO006+1.p,e1a,first-negative,PARSE_ERR,,0.000,,,,,,,,,,,,,,,,false,StackOverflowError
7425,starexec,BIO006+1.p,e1a,occurrence,PARSE_ERR,,0.000,,,,,,,,,,,,,,,,false,StackOverflowError
7425,starexec,BIO006+1.p,e1a,subsumption-light,PARSE_ERR,,0.000,,,,,,,,,,,,,,,,false,StackOverflowError
7425,starexec,BIO006+1.p,e1a,unary-redundancy,PARSE_ERR,,0.000,,,,,,,,,,,,,,,,false,StackOverflowError
7425,starexec,BIO006+1.p,e1a,weight-greedy,PARSE_ERR,,0.000,,,,,,,,,,,,,,,,false,StackOverflowError
7425,starexec,COM008+1.p,e1a,age-fair,TIMEOUT,10,515.433,167875.326,,,9689,3337978,9669,3327262,,,,,,,,,false,
7425,starexec,COM008+1.p,e1a,balanced,TIMEOUT,10,168.769,165292.103,,,12759,6957686,12540,6938828,,,,,,,,,false,
7425,starexec,COM008+1.p,e1a,equational,TIMEOUT,10,316.201,164445.222,,,8407,3867610,8250,3855070,,,,,,,,,false,
7425,starexec,COM008+1.p,e1a,first-negative,TIMEOUT,10,562.473,164021.309,,,49507,2365077,45456,2292910,,,,,,,,,false,
7425,starexec,COM008+1.p,e1a,occurrence,TIMEOUT,10,518.052,164300.642,,,12405,5470883,11407,5429741,,,,,,,,,false,
7425,starexec,COM008+1.p,e1a,subsumption-light,TIMEOUT,10,329.963,164540.158,,,3501,555519,3474,550397,,,,,,,,,false,
7425,starexec,COM008+1.p,e1a,unary-redundancy,TIMEOUT,10,535.774,164524.787,,,3573,581166,3547,575930,,,,,,,,,false,
7425,starexec,COM008+1.p,e1a,weight-greedy,TIMEOUT,10,340.622,164477.026,,,18549,3218920,11730,3133712,,,,,,,,,false,
7425,starexec,COM008+2.p,e1a,age-fair,TIMEOUT,8,336.398,164833.942,,,9411,3183690,9272,3173150,,,,,,,,,false,
7425,starexec,COM008+2.p,e1a,balanced,TIMEOUT,8,152.494,165123.929,,,14533,5154751,13365,5127178,,,,,,,,,false,
7425,starexec,COM008+2.p,e1a,equational,TIMEOUT,8,276.783,164349.452,,,12094,3933566,10954,3910520,,,,,,,,,false,
7425,starexec,COM008+2.p,e1a,first-negative,TIMEOUT,8,365.008,164575.388,,,37209,11962308,32939,11828291,,,,,,,,,false,
7425,starexec,COM008+2.p,e1a,occurrence,TIMEOUT,8,342.989,164800.324,,,18792,5305982,16888,5236249,,,,,,,,,false,
7425,starexec,COM008+2.p,e1a,subsumption-light,TIMEOUT,8,196.381,165111.820,,,4133,381193,4096,374289,,,,,,,,,false,
7425,starexec,COM008+2.p,e1a,unary-redundancy,TIMEOUT,8,493.951,164454.694,,,3923,375198,3448,368604,,,,,,,,,false,
7425,starexec,COM008+2.p,e1a,weight-greedy,TIMEOUT,8,310.023,165063.302,,,13020,6360821,11410,6293099,,,,,,,,,false,
7425,starexec,COM131+1.p,e1a,age-fair,TIMEOUT,59,2047.843,163965.998,,,3215,3096078,3030,3092581,,,,,,,,,false,
7425,starexec,COM131+1.p,e1a,balanced,TIMEOUT,59,555.980,164942.329,,,13981,6628587,13728,6606415,,,,,,,,,false,
7425,starexec,COM131+1.p,e1a,equational,TIMEOUT,59,791.816,168024.413,,,10080,4447169,9892,4429985,,,,,,,,,false,
7425,starexec,COM131+1.p,e1a,first-negative,TIMEOUT,59,1420.678,164260.941,,,16349,6976048,15407,6955042,,,,,,,,,false,
7425,starexec,COM131+1.p,e1a,occurrence,TIMEOUT,59,1271.028,164599.800,,,15509,5537660,15012,5513871,,,,,,,,,false,
7425,starexec,COM131+1.p,e1a,subsumption-light,TIMEOUT,59,801.614,164563.002,,,7457,2473579,7284,2462065,,,,,,,,,false,
7425,starexec,COM131+1.p,e1a,unary-redundancy,TIMEOUT,59,1279.077,164625.179,,,4852,2355578,4771,2348916,,,,,,,,,false,
7425,starexec,COM131+1.p,e1a,weight-greedy,TIMEOUT,59,1236.403,163789.528,,,22091,5719989,20446,5648350,,,,,,,,,false,
7425,starexec,COM136+1.p,e1a,age-fair,TIMEOUT,56,2032.406,164161.849,,,2729,3825617,2642,3822615,,,,,,,,,false,
7425,starexec,COM136+1.p,e1a,balanced,REFUTED,56,542.651,1508.224,,,605,2642,502,1852,152,,,,,,,,false,
7425,starexec,COM136+1.p,e1a,equational,REFUTED,56,763.543,1912.549,,,599,2725,489,1936,152,,,,,,,,false,
7425,starexec,COM136+1.p,e1a,first-negative,TIMEOUT,56,1396.273,165302.706,,,13542,6970882,12981,6946120,,,,,,,,,false,
7425,starexec,COM136+1.p,e1a,occurrence,TIMEOUT,56,1266.534,164569.747,,,22723,3799446,20105,3720534,,,,,,,,,false,
7425,starexec,COM136+1.p,e1a,subsumption-light,REFUTED,56,755.040,8606.738,,,1492,69001,1243,67199,152,,,,,,,,false,
7425,starexec,COM136+1.p,e1a,unary-redundancy,TIMEOUT,56,1303.068,164681.054,,,3669,2756814,3589,2751968,,,,,,,,,false,
7425,starexec,COM136+1.p,e1a,weight-greedy,TIMEOUT,56,1117.068,163981.682,,,32824,5285915,31837,5175509,,,,,,,,,false,
7425,starexec,COM139+1.p,e1a,age-fair,TIMEOUT,55,1884.258,164003.637,,,3333,5101694,2862,5097598,,,,,,,,,false,
7425,starexec,COM139+1.p,e1a,balanced,TIMEOUT,55,550.372,165007.156,,,7767,11413710,7101,11391262,,,,,,,,,false,
7425,starexec,COM139+1.p,e1a,equational,TIMEOUT,55,740.217,164650.273,,,7693,7158303,6551,7134973,,,,,,,,,false,
7425,starexec,COM139+1.p,e1a,first-negative,TIMEOUT,55,1335.064,167016.945,,,13478,5475025,12575,5449793,,,,,,,,,false,
7425,starexec,COM139+1.p,e1a,occurrence,TIMEOUT,55,1283.052,164730.099,,,7181,7500053,6496,7447641,,,,,,,,,false,
7425,starexec,COM139+1.p,e1a,subsumption-light,TIMEOUT,55,731.212,164785.642,,,6871,5154205,5552,5138003,,,,,,,,,false,
7425,starexec,COM139+1.p,e1a,unary-redundancy,TIMEOUT,55,1246.364,164674.858,,,3985,5143288,3577,5134823,,,,,,,,,false,
7425,starexec,COM139+1.p,e1a,weight-greedy,TIMEOUT,55,1185.506,163945.729,,,35574,4410077,30986,4242479,,,,,,,,,false,
7425,starexec,CSR005+2.p,e1a,age-fair,TIMEOUT,55,1110.057,163961.748,,,20923,5186230,14129,5129185,,,,,,,,,false,
7425,starexec,CSR005+2.p,e1a,balanced,TIMEOUT,55,210.509,165712.404,,,43339,7217254,41811,7107496,,,,,,,,,false,
7425,starexec,CSR005+2.p,e1a,equational,TIMEOUT,55,419.624,164645.049,,,34319,6082823,31571,5986315,,,,,,,,,false,
7425,starexec,CSR005+2.p,e1a,first-negative,TIMEOUT,55,755.446,164373.211,,,27528,7030177,18015,6869320,,,,,,,,,false,
7425,starexec,CSR005+2.p,e1a,occurrence,TIMEOUT,55,768.852,164608.263,,,40401,4330409,34606,4163775,,,,,,,,,false,
7425,starexec,CSR005+2.p,e1a,subsumption-light,TIMEOUT,55,401.344,164674.621,,,11686,1796505,9241,1753601,,,,,,,,,false,
7425,starexec,CSR005+2.p,e1a,unary-redundancy,TIMEOUT,55,719.497,164665.415,,,14945,1706674,13506,1661586,,,,,,,,,false,
7425,starexec,CSR005+2.p,e1a,weight-greedy,TIMEOUT,55,625.224,164057.877,,,21457,4349403,18047,4104598,,,,,,,,,false,
7425,starexec,CSR021+1.p,e1a,age-fair,REFUTED,47,815.772,4625.677,,,2011,43741,1732,36801,120,,,,,,,,false,
7425,starexec,CSR021+1.p,e1a,balanced,REFUTED,47,302.558,1948.732,,,945,14946,938,12552,137,,,,,,,,false,
7425,starexec,CSR021+1.p,e1a,equational,REFUTED,47,420.694,1615.907,,,643,3133,637,1411,137,,,,,,,,false,
7425,starexec,CSR021+1.p,e1a,first-negative,REFUTED,47,879.138,122215.571,,,29518,4701936,15560,4527582,120,,,,,,,,false,
7425,starexec,CSR021+1.p,e1a,occurrence,REFUTED,47,1225.808,4068.889,,,1379,27809,1350,19644,120,,,,,,,,false,
7425,starexec,CSR021+1.p,e1a,subsumption-light,TIMEOUT,47,446.687,164668.206,,,7786,1668308,7639,1637700,,,,,,,,,false,
7425,starexec,CSR021+1.p,e1a,unary-redundancy,TIMEOUT,47,759.485,164916.712,,,8074,2156907,7124,2127889,,,,,,,,,false,
7425,starexec,CSR021+1.p,e1a,weight-greedy,REFUTED,47,428.417,1575.712,,,758,2661,757,871,137,,,,,,,,false,
7425,starexec,CSR022+1.p,e1a,age-fair,REFUTED,47,1223.108,6660.151,,,1996,43657,1699,36778,120,,,,,,,,false,
7425,starexec,CSR022+1.p,e1a,balanced,REFUTED,47,203.015,1341.678,,,953,14947,946,12576,137,,,,,,,,false,
7425,starexec,CSR022+1.p,e1a,equational,REFUTED,47,434.936,2496.463,,,960,14888,950,12474,137,,,,,,,,false,
7425,starexec,CSR022+1.p,e1a,first-negative,REFUTED,47,898.364,6339.800,,,3037,95539,2132,89446,120,,,,,,,,false,
7425,starexec,CSR022+1.p,e1a,occurrence,REFUTED,47,1127.820,2254.966,,,534,3612,519,2235,120,,,,,,,,false,
7425,starexec,CSR022+1.p,e1a,subsumption-light,REFUTED,47,419.409,7561.424,,,1734,60085,1632,54603,137,,,,,,,,false,
7425,starexec,CSR022+1.p,e1a,unary-redundancy,TIMEOUT,47,762.632,164684.517,,,11167,2489588,9255,2439593,,,,,,,,,false,
7425,starexec,CSR022+1.p,e1a,weight-greedy,REFUTED,47,432.043,1459.668,,,721,2132,720,740,137,,,,,,,,false,
7425,starexec,CSR025+5.p,e1a,age-fair,KILLED,,0.000,,,,,,,,,,,,,,,,false,killed before finishing
7425,starexec,CSR025+5.p,e1a,balanced,HARD_TIMEOUT,540249,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR025+5.p,e1a,equational,REFUTED,540249,14267.921,589.001,,,60,176,60,176,176,,,,,,,,false,
7425,starexec,CSR025+5.p,e1a,first-negative,REFUTED,540249,16014.158,451.906,,,5,19,5,19,19,,,,,,,,false,
7425,starexec,CSR025+5.p,e1a,occurrence,REFUTED,540249,28160.917,17908.159,,,11003,71749,10972,69952,69952,,,,,,,,false,
7425,starexec,CSR025+5.p,e1a,subsumption-light,REFUTED,540249,12950.477,626.059,,,43,128,43,121,121,,,,,,,,false,
7425,starexec,CSR025+5.p,e1a,unary-redundancy,REFUTED,540249,21523.823,14693.424,,,8663,32680,8638,28990,28990,,,,,,,,false,
7425,starexec,CSR025+5.p,e1a,weight-greedy,REFUTED,540249,13686.480,502.753,,,24,53,24,48,48,,,,,,,,false,
7425,starexec,CSR030+3.p,e1a,age-fair,REFUTED,8005,5734.155,18496.933,,,8144,24193,8062,14138,3296,,,,,,,,false,
7425,starexec,CSR030+3.p,e1a,balanced,REFUTED,8005,1788.710,80626.386,,,30327,85182,29204,44547,8007,,,,,,,,false,
7425,starexec,CSR030+3.p,e1a,equational,REFUTED,8005,1947.365,835.467,,,81,142,77,70,70,,,,,,,,false,
7425,starexec,CSR030+3.p,e1a,first-negative,SATURATED,8005,2215.599,652.371,,,10,12,10,10,,,,,,,,,false,
7425,starexec,CSR030+3.p,e1a,occurrence,REFUTED,8005,4840.791,44233.555,,,12773,39716,12665,13863,2280,,,,,,,,false,
7425,starexec,CSR030+3.p,e1a,subsumption-light,REFUTED,8005,1936.093,686.820,,,40,66,39,42,42,,,,,,,,false,
7425,starexec,CSR030+3.p,e1a,unary-redundancy,REFUTED,8005,3266.582,2935.808,,,1298,4006,1292,2108,556,,,,,,,,false,
7425,starexec,CSR030+3.p,e1a,weight-greedy,SATURATED,8005,1855.434,590.961,,,27,37,26,22,,,,,,,,,false,
7425,starexec,CSR033+3.p,e1a,age-fair,HARD_TIMEOUT,8005,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR033+3.p,e1a,balanced,REFUTED,8005,1122.174,46536.684,,,34475,183041,33827,135031,8007,,,,,,,,false,
7425,starexec,CSR033+3.p,e1a,equational,REFUTED,8005,1314.666,1004.252,,,363,664,316,159,151,,,,,,,,false,
7425,starexec,CSR033+3.p,e1a,first-negative,SATURATED,8005,1319.745,360.120,,,27,37,26,21,,,,,,,,,false,
7425,starexec,CSR033+3.p,e1a,occurrence,REFUTED,8005,3168.672,23444.419,,,12848,39271,12777,13679,2251,,,,,,,,false,
7425,starexec,CSR033+3.p,e1a,subsumption-light,REFUTED,8005,1233.524,651.368,,,157,301,135,76,76,,,,,,,,false,
7425,starexec,CSR033+3.p,e1a,unary-redundancy,REFUTED,8005,2036.748,1708.423,,,1183,3416,1158,1546,416,,,,,,,,false,
7425,starexec,CSR033+3.p,e1a,weight-greedy,SATURATED,8005,1203.224,530.026,,,71,109,63,40,,,,,,,,,false,
7425,starexec,CSR036+5.p,e1a,age-fair,KILLED,,0.000,,,,,,,,,,,,,,,,false,killed before finishing
7425,starexec,CSR036+5.p,e1a,balanced,HARD_TIMEOUT,540249,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR036+5.p,e1a,equational,SATURATED,540249,13395.486,919.540,,,251,521,250,144,,,,,,,,,false,
7425,starexec,CSR036+5.p,e1a,first-negative,SATURATED,540249,15487.764,472.141,,,20,25,20,21,,,,,,,,,false,
7425,starexec,CSR036+5.p,e1a,occurrence,HARD_TIMEOUT,540249,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR036+5.p,e1a,subsumption-light,SATURATED,540249,14388.537,691.550,,,130,188,130,62,,,,,,,,,false,
7425,starexec,CSR036+5.p,e1a,unary-redundancy,HARD_TIMEOUT,540249,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR036+5.p,e1a,weight-greedy,SATURATED,540249,22414.997,841.739,,,73,103,73,48,,,,,,,,,false,
7425,starexec,CSR038+4.p,e1a,age-fair,HARD_TIMEOUT,44216,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR038+4.p,e1a,balanced,HARD_TIMEOUT,44216,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR038+4.p,e1a,equational,REFUTED,44216,3168.959,779.602,,,109,157,103,115,116,,,,,,,,false,
7425,starexec,CSR038+4.p,e1a,first-negative,SATURATED,44216,3487.684,524.381,,,12,16,12,14,,,,,,,,,false,
7425,starexec,CSR038+4.p,e1a,occurrence,REFUTED,44216,7255.574,19786.467,,,12956,31225,12314,11840,6404,,,,,,,,false,
7425,starexec,CSR038+4.p,e1a,subsumption-light,REFUTED,44216,3487.854,736.106,,,75,118,73,73,73,,,,,,,,false,
7425,starexec,CSR038+4.p,e1a,unary-redundancy,REFUTED,44216,6981.238,3082.261,,,1305,2951,1277,1304,850,,,,,,,,false,
7425,starexec,CSR038+4.p,e1a,weight-greedy,SATURATED,44216,3252.155,535.432,,,32,44,31,28,,,,,,,,,false,
7425,starexec,CSR042+3.p,e1a,age-fair,REFUTED,8005,5623.302,8455.917,,,4683,13743,4664,8708,3302,,,,,,,,false,
7425,starexec,CSR042+3.p,e1a,balanced,REFUTED,8005,1713.767,12579.237,,,11322,20411,11258,8007,8007,,,,,,,,false,
7425,starexec,CSR042+3.p,e1a,equational,REFUTED,8005,1199.697,456.933,,,47,80,47,69,69,,,,,,,,false,
7425,starexec,CSR042+3.p,e1a,first-negative,SATURATED,8005,1357.302,449.973,,,9,9,9,8,,,,,,,,,false,
7425,starexec,CSR042+3.p,e1a,occurrence,REFUTED,8005,5077.502,9694.007,,,4934,9096,4930,2371,2254,,,,,,,,false,
7425,starexec,CSR042+3.p,e1a,subsumption-light,REFUTED,8005,1178.044,432.005,,,21,32,21,27,27,,,,,,,,false,
7425,starexec,CSR042+3.p,e1a,unary-redundancy,REFUTED,8005,3286.576,1543.119,,,335,785,334,387,387,,,,,,,,false,
7425,starexec,CSR042+3.p,e1a,weight-greedy,SATURATED,8005,1136.128,361.467,,,19,22,19,18,,,,,,,,,false,
7425,starexec,CSR044+3.p,e1a,age-fair,HARD_TIMEOUT,8005,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR044+3.p,e1a,balanced,REFUTED,8005,1678.423,60156.029,,,28869,83415,28433,44500,8007,,,,,,,,false,
7425,starexec,CSR044+3.p,e1a,equational,REFUTED,8005,1311.334,597.292,,,132,197,125,117,117,,,,,,,,false,
7425,starexec,CSR044+3.p,e1a,first-negative,SATURATED,8005,1389.477,379.305,,,12,15,12,12,,,,,,,,,false,
7425,starexec,CSR044+3.p,e1a,occurrence,REFUTED,8005,3211.578,24147.786,,,12595,38962,12547,13577,2221,,,,,,,,false,
7425,starexec,CSR044+3.p,e1a,subsumption-light,REFUTED,8005,1193.136,502.248,,,34,53,33,32,32,,,,,,,,false,
7425,starexec,CSR044+3.p,e1a,unary-redundancy,REFUTED,8005,2063.754,1622.430,,,1025,3155,1018,1517,403,,,,,,,,false,
7425,starexec,CSR044+3.p,e1a,weight-greedy,SATURATED,8005,1845.532,664.640,,,39,56,36,24,,,,,,,,,false,
7425,starexec,CSR045+3.p,e1a,age-fair,HARD_TIMEOUT,8005,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR045+3.p,e1a,balanced,REFUTED,8005,1178.166,3552.432,,,5306,11024,5302,8006,8006,,,,,,,,false,
7425,starexec,CSR045+3.p,e1a,equational,SATURATED,8005,1181.065,386.191,,,22,30,22,24,,,,,,,,,false,
7425,starexec,CSR045+3.p,e1a,first-negative,SATURATED,8005,1287.349,376.622,,,6,9,6,8,,,,,,,,,false,
7425,starexec,CSR045+3.p,e1a,occurrence,REFUTED,8005,3127.901,3112.547,,,2554,4774,2553,2219,2219,,,,,,,,false,
7425,starexec,CSR045+3.p,e1a,subsumption-light,SATURATED,8005,1191.305,473.950,,,22,30,22,24,,,,,,,,,false,
7425,starexec,CSR045+3.p,e1a,unary-redundancy,SATURATED,8005,2052.745,26613.059,,,13262,45152,12901,13829,,,,,,,,,false,
7425,starexec,CSR045+3.p,e1a,weight-greedy,SATURATED,8005,1811.997,560.609,,,11,15,11,12,,,,,,,,,false,
7425,starexec,CSR048+3.p,e1a,age-fair,REFUTED,8005,5926.410,12082.314,,,6599,18012,6484,9928,3303,,,,,,,,false,
7425,starexec,CSR048+3.p,e1a,balanced,REFUTED,8005,1822.633,53168.683,,,29094,83500,28899,44435,8007,,,,,,,,false,
7425,starexec,CSR048+3.p,e1a,equational,REFUTED,8005,1957.153,858.012,,,70,158,70,73,73,,,,,,,,false,
7425,starexec,CSR048+3.p,e1a,first-negative,REFUTED,8005,2045.795,580.055,,,17,21,17,16,16,,,,,,,,false,
7425,starexec,CSR048+3.p,e1a,occurrence,REFUTED,8005,5068.406,35045.724,,,12746,39262,12699,13666,2255,,,,,,,,false,
7425,starexec,CSR048+3.p,e1a,subsumption-light,REFUTED,8005,1956.246,755.833,,,40,79,39,46,46,,,,,,,,false,
7425,starexec,CSR048+3.p,e1a,unary-redundancy,REFUTED,8005,3369.039,2520.397,,,1033,3095,1029,1480,407,,,,,,,,false,
7425,starexec,CSR048+3.p,e1a,weight-greedy,REFUTED,8005,1827.321,705.712,,,30,52,29,31,31,,,,,,,,false,
7425,starexec,CSR050+5.p,e1a,age-fair,HARD_TIMEOUT,540249,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR050+5.p,e1a,balanced,HARD_TIMEOUT,540249,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR050+5.p,e1a,equational,HARD_TIMEOUT,540249,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR050+5.p,e1a,first-negative,SATURATED,540249,8775.022,316.081,,,36,40,36,40,,,,,,,,,false,
7425,starexec,CSR050+5.p,e1a,occurrence,HARD_TIMEOUT,540249,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR050+5.p,e1a,subsumption-light,HARD_TIMEOUT,540249,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR050+5.p,e1a,unary-redundancy,HARD_TIMEOUT,540249,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR050+5.p,e1a,weight-greedy,HARD_TIMEOUT,540249,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR052+3.p,e1a,age-fair,HARD_TIMEOUT,8005,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR052+3.p,e1a,balanced,TIMEOUT,8005,1700.080,163761.566,,,45831,242867,43111,173762,,,,,,,,,false,
7425,starexec,CSR052+3.p,e1a,equational,SATURATED,8005,1291.846,778.466,,,218,269,218,92,,,,,,,,,false,
7425,starexec,CSR052+3.p,e1a,first-negative,SATURATED,8005,1368.644,381.257,,,19,24,19,18,,,,,,,,,false,
7425,starexec,CSR052+3.p,e1a,occurrence,HARD_TIMEOUT,8005,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR052+3.p,e1a,subsumption-light,SATURATED,8005,1224.064,595.194,,,92,121,92,49,,,,,,,,,false,
7425,starexec,CSR052+3.p,e1a,unary-redundancy,REFUTED,8005,1368.972,598.893,,,122,243,122,95,67,,,,,,,,false,
7425,starexec,CSR052+3.p,e1a,weight-greedy,SATURATED,8005,1767.627,718.775,,,48,63,48,33,,,,,,,,,false,
7425,starexec,CSR054+3.p,e1a,age-fair,REFUTED,8005,5800.599,5440.941,,,3072,8440,3051,4879,3229,,,,,,,,false,
7425,starexec,CSR054+3.p,e1a,balanced,REFUTED,8005,1704.899,5173.398,,,5183,10962,5179,8007,8007,,,,,,,,false,
7425,starexec,CSR054+3.p,e1a,equational,REFUTED,8005,2282.155,929.708,,,76,229,76,227,227,,,,,,,,false,
7425,starexec,CSR054+3.p,e1a,first-negative,SATURATED,8005,1375.215,366.250,,,9,10,9,9,,,,,,,,,false,
7425,starexec,CSR054+3.p,e1a,occurrence,REFUTED,8005,5032.163,4229.808,,,2262,4339,2261,2261,2261,,,,,,,,false,
7425,starexec,CSR054+3.p,e1a,subsumption-light,REFUTED,8005,1326.086,589.759,,,33,128,33,126,126,,,,,,,,false,
7425,starexec,CSR054+3.p,e1a,unary-redundancy,REFUTED,8005,2035.990,865.173,,,217,622,217,527,527,,,,,,,,false,
7425,starexec,CSR054+3.p,e1a,weight-greedy,SATURATED,8005,1220.881,470.642,,,57,61,57,43,,,,,,,,,false,
7425,starexec,CSR056+3.p,e1a,age-fair,HARD_TIMEOUT,8005,0.000,,,,,,,,,,,,,,,,false,
7425,starexec,CSR056+3.p,e1a,balanced,REFUTED,8005,1174.985,62786.746,,,29079,83619,28551,44412,8007,,,,,,,,false,
7425,starexec,CSR056+3.p,e1a,equational,REFUTED,8005,1350.121,810.064,,,240,367,224,164,164,,,,,,,,false,
7425,starexec,CSR056+3.p,e1a,first-negative,SATURATED,8005,1370.927,284.138,,,10,12,10,10,,,,,,,,,false,
7425,starexec,CSR056+3.p,e1a,occurrence,REFUTED,8005,3198.683,33382.057,,,12556,38779,12513,13505,2260,,,,,,,,false,
7425,starexec,CSR056+3.p,e1a,subsumption-light,SATURATED,8005,1220.342,543.736,,,48,63,47,43,,,,,,,,,false,
7425,starexec,CSR056+3.p,e1a,unary-redundancy,TIMEOUT,8005,2095.113,160324.558,,,35471,280683,34811,182499,,,,,,,,,false,
