dataset,problem,config,strategy,verdict,hypotheses,clausify_ms,search_ms,reconstruct_ms,check_ms,given,derived,peak_active,peak_passive,clauses,fresh_symbols,proof_steps,raw_size,shared_size,max_sequent,imports,uses_sorry,contaminated,detail
casc-j13-fof,Problems/ITP/ITP006+4.p,deconstruct,,SKIPPED,5652,0.000,,,,,,,,,,,,,,,,false,|F|=720943 > 50000
casc-j13-fof,Problems/ITP/ITP009+2.p,deconstruct,,CLAUSIFIED,36,352.030,,0.000,844.667,,,,,99,18,880,2396000,4929,23809,37,true,false,
casc-j13-fof,Problems/ITP/ITP012+4.p,deconstruct,,SKIPPED,14071,0.000,,,,,,,,,,,,,,,,false,|F|=2356179 > 50000
casc-j13-fof,Problems/ITP/ITP012+5.p,deconstruct,,SKIPPED,10256,0.000,,,,,,,,,,,,,,,,false,|F|=1356516 > 50000
casc-j13-fof,Problems/ITP/ITP013+1.p,deconstruct,,CLAUSIFIED,45,182.892,,0.000,260.209,,,,,108,8,723,327530,4118,1302,46,true,false,
casc-j13-fof,Problems/ITP/ITP018+5.p,deconstruct,,SKIPPED,16278,0.000,,,,,,,,,,,,,,,,false,|F|=1982270 > 50000
casc-j13-fof,Problems/ITP/ITP020+2.p,deconstruct,,CLAUSIFIED,62,382.925,,0.000,7882.476,,,,,293,55,2516,2842851,10833,2968,63,true,false,
casc-j13-fof,Problems/ITP/ITP020+4.p,deconstruct,,SKIPPED,25152,0.000,,,,,,,,,,,,,,,,false,|F|=4001164 > 50000
casc-j13-fof,Problems/ITP/ITP023+2.p,deconstruct,,CLAUSIFIED,58,250.600,,0.000,1716.382,,,,,239,27,1479,1027617,5846,1519,59,true,false,
casc-j13-fof,Problems/KLE/KLE100+1.p,deconstruct,,CLAUSIFIED,26,123.616,,0.000,82.412,,,,,29,3,287,42474,787,431,27,true,false,
casc-j13-fof,Problems/KLE/KLE169+1.p,deconstruct,,CLAUSIFIED,17,98.616,,0.000,37.684,,,,,19,0,146,6640,513,88,18,true,false,
casc-j13-fof,Problems/KLE/KLE170+1.002.p,deconstruct,,CLAUSIFIED,16,102.728,,0.000,37.837,,,,,18,0,143,4926,500,88,17,true,false,
