dataset,problem,config,strategy,verdict,hypotheses,clausify_ms,search_ms,reconstruct_ms,check_ms,given,derived,peak_active,peak_passive,clauses,fresh_symbols,proof_steps,raw_size,shared_size,max_sequent,imports,uses_sorry,contaminated,detail
casc-j13-fof,Problems/SWB/SWB023+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB027+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB032+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB040+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB042+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB046+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB047+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB053+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB055+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB063+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB068+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB073+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB090+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB091+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB093+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB095+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWB/SWB099+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
