dataset,problem,config,strategy,verdict,clausify_ms,search_ms,reconstruct_ms,check_ms,given,derived,peak_active,peak_passive,clauses,fresh_symbols,proof_steps,raw_size,shared_size,max_sequent,imports,uses_sorry,contaminated,detail
tptp400,Problems/ALG/ALG163+1.p,subsumption-light,subsumption-light,TIMEOUT,146.362,20104.990,0.000,,14137,608236,10973,561297,320,32,,,,,,,false,
tptp400,Problems/ALG/ALG212-10.p,subsumption-light,subsumption-light,TIMEOUT,87.610,20073.862,0.000,,565,2611965,520,2608911,5,0,,,,,,,false,
tptp400,Problems/ALG/ALG223+4.p,subsumption-light,subsumption-light,SKIPPED,0.000,,,,,,,,,,,,,,,,false,|F|=3484699 > 50000
tptp400,Problems/AGT/AGT005+2.p,first-negative,first-negative,TIMEOUT,172.637,20113.999,0.000,,21645,103476,21645,81059,1022,13,,,,,,,false,
tptp400,Problems/AGT/AGT024+1.p,first-negative,first-negative,TIMEOUT,176.713,20111.299,0.000,,21675,100263,21675,78154,655,13,,,,,,,false,
tptp400,Problems/ALG/ALG016+1.p,first-negative,first-negative,REFUTED,315.810,292.408,42.904,4557.321,742,1874,384,722,474,12,1717,3819828,4268,6525,30,false,false,
tptp400,Problems/ALG/ALG022+1.p,first-negative,first-negative,REFUTED,323.630,187.723,75.404,9085.013,119,178,55,127,127,24,1260,5499841,2392,9709,5,false,false,
tptp400,Problems/ALG/ALG057+1.p,first-negative,first-negative,TIMEOUT,159.519,20100.613,0.000,,24624,1606697,8716,1249660,325,34,,,,,,,false,
tptp400,Problems/ALG/ALG089+1.p,first-negative,first-negative,REFUTED,155.094,292.114,39.885,496.592,526,7302,377,6294,165,0,398,695049,1059,3442,6,false,false,
tptp400,Problems/ALG/ALG134+1.p,first-negative,first-negative,TIMEOUT,221.722,20128.573,0.000,,27583,2254577,17028,2101619,352,47,,,,,,,false,
tptp400,Problems/ALG/ALG163+1.p,first-negative,first-negative,TIMEOUT,155.487,20135.999,0.000,,31759,2096818,20063,1936444,320,32,,,,,,,false,
tptp400,Problems/ALG/ALG212-10.p,first-negative,first-negative,TIMEOUT,83.430,20127.652,0.000,,564,2600541,519,2597495,5,0,,,,,,,false,
tptp400,Problems/ALG/ALG223+4.p,first-negative,first-negative,SKIPPED,0.000,,,,,,,,,,,,,,,,false,|F|=3484699 > 50000
