dataset,problem,config,strategy,verdict,clausify_ms,search_ms,reconstruct_ms,check_ms,given,derived,peak_active,peak_passive,clauses,fresh_symbols,proof_steps,raw_size,shared_size,max_sequent,imports,uses_sorry,contaminated,detail
tptp400,Problems/AGT/AGT005+2.p,deconstruct,,CLAUSIFIED,381.406,,,1534.551,,,,,1022,13,4218,2343304,4967,863,923,true,false,
tptp400,Problems/AGT/AGT024+1.p,deconstruct,,CLAUSIFIED,306.787,,,1505.742,,,,,655,13,2754,1526015,4546,866,556,true,false,
tptp400,Problems/ALG/ALG016+1.p,deconstruct,,CLAUSIFIED,284.247,,,4866.775,,,,,474,12,758,1964608,4058,6525,30,true,false,
tptp400,Problems/ALG/ALG022+1.p,deconstruct,,CLAUSIFIED,414.606,,,8415.136,,,,,127,24,516,2010242,2237,9709,5,true,false,
tptp400,Problems/ALG/ALG057+1.p,deconstruct,,HARD_TIMEOUT,0.000,,,,,,,,,,,,,,,,false,
tptp400,Problems/ALG/ALG089+1.p,deconstruct,,CLAUSIFIED,138.731,,,461.263,,,,,165,0,190,334576,1002,3442,6,true,false,
tptp400,Problems/ALG/ALG134+1.p,deconstruct,,HARD_TIMEOUT,0.000,,,,,,,,,,,,,,,,false,
tptp400,Problems/ALG/ALG163+1.p,deconstruct,,CLAUSIFIED,333.429,,,17466.561,,,,,320,32,868,2569329,1864,9340,30,true,false,
tptp400,Problems/ALG/ALG212-10.p,deconstruct,,CLAUSIFIED,94.137,,,33.145,,,,,5,0,42,1119,198,70,6,true,false,
tptp400,Problems/ALG/ALG223+4.p,deconstruct,,SKIPPED,0.000,,,,,,,,,,,,,,,,false,|F|=3484699 > 50000
tptp400,Problems/AGT/AGT005+2.p,rewrite,,CLAUSIFIED,437.433,,,1598.913,,,,,1022,13,4347,2415283,4999,863,927,true,false,
tptp400,Problems/AGT/AGT024+1.p,rewrite,,CLAUSIFIED,343.278,,,1378.317,,,,,655,13,2884,1599019,4578,866,560,true,false,
tptp400,Problems/ALG/ALG016+1.p,rewrite,,CLAUSIFIED,268.127,,,4499.047,,,,,474,12,766,1983136,4091,6525,34,true,false,
tptp400,Problems/ALG/ALG022+1.p,rewrite,,CLAUSIFIED,286.037,,,9065.916,,,,,127,24,524,2038202,2270,9709,9,true,false,
tptp400,Problems/ALG/ALG057+1.p,rewrite,,HARD_TIMEOUT,0.000,,,,,,,,,,,,,,,,false,
tptp400,Problems/ALG/ALG089+1.p,rewrite,,CLAUSIFIED,141.055,,,516.740,,,,,165,0,194,341552,1035,3442,10,true,false,
tptp400,Problems/ALG/ALG134+1.p,rewrite,,HARD_TIMEOUT,0.000,,,,,,,,,,,,,,,,false,
tptp400,Problems/ALG/ALG163+1.p,rewrite,,CLAUSIFIED,273.121,,,17302.133,,,,,320,32,872,2582093,1897,9340,34,true,false,
tptp400,Problems/ALG/ALG212-10.p,rewrite,,CLAUSIFIED,103.671,,,41.789,,,,,5,0,62,1883,198,79,10,true,false,
tptp400,Problems/ALG/ALG223+4.p,rewrite,,SKIPPED,0.000,,,,,,,,,,,,,,,,false,|F|=3484699 > 50000
